"CUSTOMERNUMBER","CHECKNUMBER","PAYMENTDATE","AMOUNT"
1238,"GL4083365733",29.08.2006,856,36
1078,"ZL1783323914",19.01.2006,692,74
934,"QM2283363515",30.05.2008,551,75
1268,"CQ5868713782",14.03.2008,948,91
1077,"RW7192600244",08.10.2007,830,04
501,"OR4196485417",28.09.2008,538,04
878,"XT9774307184",13.07.2006,246,03
623,"OW1836346976",17.08.2008,207,47
1168,"AU1617603777",08.12.2006,541,28
825,"BF4603461869",21.11.2006,807,57
817,"UR1670709419",13.07.2006,613,13
1294,"MS0033873535",20.08.2007,607,18
948,"JS8000651610",21.12.2006,262,36
838,"TZ6484842059",16.02.2006,498,99
1217,"HR9566058220",31.12.2007,233,37
1093,"RM7802676478",08.10.2008,689,22
1258,"IL7897064604",21.02.2008,372,37
764,"VR4725327820",13.02.2008,374,68
539,"XO9798012524",30.11.2007,448,81
816,"SX1093811717",23.06.2008,402,02
993,"SD2047159816",29.09.2006,761,44
586,"EE5820321187",27.07.2006,227,6
743,"PY9247074493",05.01.2008,932,2
546,"JL3980654743",11.05.2006,498,63
584,"ZB8833595526",17.12.2008,529,42
753,"BP4124456720",06.05.2007,713,23
563,"JA2676004958",27.01.2007,406,23
1097,"PZ9704429796",06.02.2006,331,79
951,"WV7327059431",01.07.2008,941,4
824,"VB0817020239",26.03.2008,860,74
1164,"XD6386708299",06.07.2006,376,06
1049,"FZ1721725725",08.12.2008,458,92
535,"VS3385859163",17.03.2006,403,28
1268,"IY0540841791",14.08.2006,975,18
632,"NT4639797416",12.05.2007,337,98
529,"NJ1894070777",17.05.2008,670,05
878,"LG0321458207",14.09.2006,818,64
661,"TV0027089008",21.02.2008,843,89
826,"VW7750684011",09.07.2007,326,05
885,"JT4429095216",19.07.2007,250,68
640,"FH1640166180",18.09.2008,890,99
892,"FA6041552886",14.02.2007,959,17
639,"JV6487857855",14.11.2008,459,57
888,"RB0158048355",27.05.2006,292,29
1147,"WQ8746004266",18.08.2006,932,26
1238,"MV6570163076",23.04.2006,269,96
687,"GN4003186311",18.08.2008,953,94
1230,"LQ3661306224",25.08.2008,863,24
1251,"HX0735580428",17.06.2006,741,35
993,"DH0247010354",02.04.2006,974,61
650,"AR5966344420",08.01.2007,657,28
1182,"HV9408172452",16.02.2006,452,21
896,"YJ8713575412",13.04.2006,314,46
563,"NA5009314843",25.04.2006,668,3
604,"QA2341886263",04.03.2007,375,07
524,"QT9287895679",28.12.2006,496,5
1207,"BI9553049920",17.10.2008,549,97
810,"UC2217938093",03.03.2006,355,83
1032,"EQ5976651142",18.10.2007,645,96
1081,"XM9290832841",13.12.2006,408,55
552,"BD6194719906",14.07.2008,510,59
506,"CK6800864386",18.04.2006,244,15
835,"RS9700689926",24.01.2008,630,73
1229,"VV3341970527",30.05.2007,712,12
973,"HO1649129202",19.12.2007,804,67
582,"TC6316276651",07.10.2006,225,95
1045,"HB2389177909",19.09.2008,976,8
960,"ST3179473664",28.03.2008,901,46
782,"IH0543917527",08.06.2006,449,85
1227,"UE0191080284",28.05.2007,567,19
535,"UF5548717592",15.05.2006,921,43
524,"MW8601591817",27.07.2008,435,45
676,"GL8541493686",22.09.2008,380,96
835,"FQ3753504344",30.01.2007,911,11
1189,"KX7040954300",24.06.2008,895,25
719,"AK0440213766",15.10.2007,279,31
867,"HD2185982346",10.09.2007,565,26
747,"GP1820175696",09.09.2006,711,06
738,"OH7432210296",08.07.2007,489,52
963,"EE9777575573",25.08.2008,206,82
931,"HI3391113555",15.03.2007,287,05
781,"YX5839247693",22.02.2006,404,67
1095,"FF7168397999",07.04.2006,248,74
1139,"RP1002299749",17.03.2007,874,83
1203,"WQ7865619572",18.05.2008,964,15
535,"YY6018536779",25.05.2007,442,14
815,"CF3900276675",27.03.2007,751,88
825,"NO8440628016",09.12.2008,683,23
650,"EV6258238750",26.11.2008,659,4
786,"TT7864487182",11.04.2006,280,83
779,"JR0130859774",06.10.2008,644,37
926,"QL5415732608",10.04.2006,832,18
623,"ON1732876698",17.10.2008,848,48
679,"IW8982629604",28.09.2007,458,66
872,"UK2221759723",22.02.2006,283,03
734,"VC2255646918",01.06.2006,989,95
676,"FL2781080367",01.02.2006,373,09
661,"ZV9915112910",25.12.2007,800,77
1147,"BW2402284469",27.08.2007,624,22
690,"BI2458274770",03.05.2008,284,97
1021,"NJ9100199630",02.06.2008,308,75
824,"BU7094665520",09.08.2006,240,17
761,"QI6415120473",15.11.2007,506,25
1251,"AK6692118575",03.08.2006,376
625,"JE6163886467",27.09.2006,709,59
688,"ID7025800248",04.10.2006,578,56
801,"UX6656441858",31.07.2008,384,94
663,"LS1530460628",24.04.2006,903
1143,"PC3352792254",15.10.2007,680,9
1060,"YV7549524357",25.07.2006,666,99
1161,"RB6376585121",19.12.2006,642,31
660,"KK9412752388",29.12.2007,859,34
1278,"XK9163185339",22.09.2008,240,8
782,"BJ9224848336",26.07.2007,857,87
1123,"BP2033789644",01.03.2007,248,57
709,"GY4636581613",26.02.2008,359,39
793,"MX9690478415",16.07.2008,500,53
948,"WH2744596307",29.05.2007,317,25
661,"LW2925098958",15.03.2007,266,03
716,"SS0037380937",06.04.2006,804,21
1004,"SS3291776491",11.10.2006,933,19
712,"ET2678725365",23.12.2008,921,94
695,"IO6621152345",01.04.2007,448,02
652,"RG2418555612",18.09.2008,813,86
1054,"GF8284771730",15.03.2008,993,12
1004,"PD1865801646",19.03.2008,754,83
1216,"GF6795866263",07.08.2008,694,49
576,"WD0904596685",28.06.2007,638,15
887,"QR7090206287",12.10.2007,748,42
593,"DS9727274762",11.06.2007,409,69
635,"CJ0455886382",11.09.2006,927,24
894,"MH1074546482",03.09.2007,759,05
772,"FE8698304413",05.01.2006,989,47
897,"ED7361620388",16.12.2008,719,04
1098,"ZU3737493894",08.02.2006,347,31
896,"HE1079504518",04.01.2008,597,15
774,"EN9197571747",01.08.2006,275,78
928,"NJ2893052114",12.04.2007,317,26
1086,"QC3722451331",04.04.2008,436,53
888,"ZD6602490633",13.03.2007,234,2
513,"GU7015789806",29.10.2008,983,18
755,"DT4387195528",10.03.2008,850,86
1230,"LX8170024705",07.05.2007,266,69
853,"OJ9606487857",08.07.2007,264,77
953,"IX3416498295",23.06.2008,615,12
1217,"CZ7798423355",05.08.2007,649,64
931,"YQ1297725797",13.09.2006,877,61
670,"BE7283161550",23.01.2006,689,29
1230,"RZ3249279883",12.09.2008,838,68
1075,"OE2617966169",16.09.2007,269,75
878,"YN8847159428",24.07.2008,487,87
1109,"XG3955775848",25.08.2006,761,02
917,"TP8033127004",13.05.2008,509,86
551,"UI5602599201",02.03.2008,322,34
826,"EC4266301914",19.01.2006,899,32
805,"GR7447250439",04.03.2008,299,31
632,"JI8090244501",15.02.2007,748,9
533,"OY5552614998",13.02.2006,999,9
999,"NN1365242967",23.09.2006,859,46
551,"YJ3690231718",25.12.2006,781,73
587,"IM9813218397",15.08.2007,729,49
1164,"TV4226532068",29.03.2007,912,64
529,"GQ7835980387",02.02.2007,342,68
909,"WM7054583582",18.07.2006,728
639,"EY8731319473",06.01.2008,643,2
907,"NR8679788330",19.05.2008,247,33
1162,"BC7493637074",13.11.2008,713,74
544,"AP6768980098",22.06.2007,887,27
516,"AH0902711496",16.08.2008,502,64
1227,"NK0891268912",02.04.2006,661,54
1019,"WR5477644890",28.12.2006,336,15
932,"JH0286749531",14.09.2008,542,24
543,"PI6244037206",28.04.2006,445,12
538,"MY5432779595",04.04.2006,925,73
738,"BC2072262994",21.07.2008,586,86
1284,"NB3047168147",09.05.2006,841,86
1055,"YO7309856115",06.01.2008,399,72
526,"EJ8404900161",13.07.2006,325,01
1191,"TX5005111796",04.03.2008,641,17
959,"JO0161113812",26.07.2007,875,8
1163,"ZN4245251778",13.05.2008,380,16
576,"SZ0167349482",12.09.2007,433,75
561,"IN4567903833",04.08.2007,389,28
1184,"BZ5499035596",05.06.2008,402,51
550,"WX7887552143",31.07.2006,465,81
855,"RP4946246856",24.11.2006,875,62
1174,"FU2569520954",29.04.2006,647,36
1026,"ET6806550033",06.09.2008,943,67
1045,"RW3571186460",07.11.2008,533,67
980,"FE0442058773",09.03.2007,880,96
971,"RV7253885040",15.11.2007,426,02
705,"VC3065233849",07.11.2007,358,06
616,"YT8553183516",23.11.2008,803,45
864,"AL9821526073",25.03.2008,254,36
1153,"FL0825539603",11.08.2008,817,75
742,"DX2276995570",02.01.2006,205,99
931,"WQ1065887851",29.07.2008,458,65
797,"IC6198057922",07.01.2008,764,86
552,"YV1606550779",25.06.2006,467,03
879,"GI9435515520",20.04.2006,618,37
909,"VU5790159018",09.08.2006,605,55
710,"WJ3550239064",10.12.2006,371,75
1118,"JN1512919312",07.02.2007,584,26
539,"DG3481743712",04.01.2008,781,97
774,"OO2980454429",20.10.2006,433,5
834,"JZ2880866799",29.06.2006,897,15
1230,"JC2553677137",21.11.2008,867,41
600,"DU6819592865",17.08.2006,953,3
1057,"CY4150838073",22.05.2008,438
835,"UJ8492719298",01.06.2007,359,81
1207,"SA5647823316",02.05.2006,692,8
1299,"YO7174134593",03.05.2006,514,37
555,"UQ8615621435",05.05.2007,369,9
1186,"KF1573052049",26.01.2007,580,47
691,"KS8398933159",09.06.2006,937,87
969,"PY0442211809",27.11.2008,381,84
567,"XX8664593602",01.09.2008,572,64
1200,"WM4377818032",12.05.2008,873,37
518,"FK8061641199",11.02.2006,398,84
900,"DJ1693872095",16.10.2006,683,09
896,"FE2483564556",27.04.2008,370,55
877,"AH4315241465",14.06.2008,834,78
1082,"LC6214491152",03.12.2007,964,86
1209,"HJ5063272157",17.12.2008,810,91
656,"XE4789680940",06.12.2008,970,03
567,"FM4006481841",21.02.2008,241,88
1266,"JN1634186772",22.06.2008,712,44
981,"KX4153882274",02.11.2008,369,59
625,"DD2566306747",22.08.2008,537,07
934,"EE9844176512",11.08.2008,274,21
885,"OQ5215191459",06.06.2008,681,03
561,"MM9856257701",15.04.2008,524,88
684,"WT3172947368",16.10.2007,512,34
614,"RK2846708218",22.12.2007,870,54
1150,"GU0852089939",02.11.2006,893,85
1044,"MC4250584688",08.07.2008,670,68
1143,"VR6386293455",05.02.2007,827,75
656,"CX4206998617",26.09.2007,433,23
556,"PW6027726988",29.04.2006,585,43
1227,"LX7182318032",12.06.2008,724,2
562,"ZI4142969503",18.09.2007,285,95
828,"MQ6754865286",24.02.2007,292,45
1254,"SI0718037306",03.05.2008,998,6
716,"VY6465191398",11.10.2006,362,85
534,"SQ2097786764",20.03.2006,965,41
574,"HG9134330040",17.02.2006,543,6
1044,"RD7094104613",08.06.2008,513,92
1066,"OX6311662645",18.11.2007,314,76
1145,"CD6234997385",10.06.2008,514,46
1051,"BZ0919132217",12.02.2008,469,6
1057,"YD8185465224",15.05.2008,872,94
734,"NC5172605651",07.04.2008,616,04
968,"RY2533510382",05.10.2008,395,19
959,"OH7941788041",25.01.2006,960,69
893,"ZW4975633266",06.06.2008,259,43
873,"ZJ7339624329",03.03.2007,546,72
680,"TD4443175873",09.02.2008,741,45
744,"SS6360409148",19.07.2007,944,82
1124,"ON9718994648",20.04.2007,399,08
742,"BD7884743037",29.07.2007,358,02
506,"YM6959374411",15.12.2006,692,24
544,"DO2531062592",11.07.2008,840,17
864,"PI4542855112",20.05.2007,642,23
783,"RU4432404394",21.09.2007,303,79
704,"XA8403805215",06.01.2006,863,31
817,"RY1589038088",01.05.2006,643,26
518,"PG2783244456",15.05.2006,990,44
1187,"NP7214572444",15.11.2007,688,13
504,"QN4169208403",05.05.2006,819,8
1140,"VC7319604445",08.12.2007,464,47
1065,"GB2090056225",02.07.2007,230,44
781,"HV9917465753",27.11.2006,442,13
1164,"VT5123768442",17.02.2007,611,99
633,"AK9510370951",29.06.2008,323,81
1062,"EE0559040224",11.10.2006,337,28
517,"HT3319538834",09.01.2006,741,63
837,"QR4417477038",19.05.2006,436,82
1173,"GO4825727114",17.10.2008,219,35
714,"PX2887153531",31.01.2006,510,02
982,"MC6075160822",16.08.2007,379,5
521,"FK7176474457",31.03.2007,687,81
520,"OL5818606816",25.01.2006,880,73
890,"JQ8733415677",22.12.2008,401,52
872,"MM4534240129",14.02.2007,203,6
1028,"ON2481725184",12.09.2006,855,72
1081,"DQ3562664649",12.04.2007,220,56
910,"QJ8269253474",20.08.2007,305,39
599,"QI1982341724",22.04.2006,534,27
853,"VV4254305183",06.11.2006,742,39
670,"BM4675888521",22.11.2006,695,41
785,"GW3158817628",19.02.2006,662,48
861,"UQ4575343191",17.06.2008,472,93
1021,"LQ7925003761",19.01.2006,450,47
644,"OV7890581489",24.09.2006,590,32
693,"QU1484819677",04.03.2006,249,55
1222,"KN1018184096",15.05.2007,214,56
533,"DW3734175288",25.08.2008,611,34
1123,"HQ2411355944",10.05.2006,837,6
1127,"OW3471539591",13.10.2007,612,02
718,"ZK3619485354",12.12.2006,476,64
1058,"CK5286374582",15.12.2008,514,05
1147,"QN8311424438",26.02.2007,783,94
1123,"CY1195879854",25.09.2006,504,45
748,"TB9411942119",30.01.2007,557,15
980,"SB6838760895",03.11.2007,797,1
565,"GR7841584466",26.01.2008,517,25
1099,"CU3947308716",28.08.2006,299,83
901,"WL9411247543",13.12.2008,733,69
680,"NB1096745356",09.01.2007,766,53
729,"RL3357355317",04.08.2007,366,36
879,"JG2636991759",18.01.2008,531,36
1299,"KJ4978626666",23.11.2006,516,76
1187,"MT2383982255",22.12.2007,601,83
521,"JH7177436580",29.06.2006,385,87
853,"KV3801872948",25.09.2008,528,72
1206,"ZU5856870358",08.08.2006,469,24
894,"ZS0539044293",15.12.2006,512,86
968,"ZF7773330196",14.06.2006,438,6
840,"FM8842802187",05.06.2006,911,07
838,"ZM5492129209",11.03.2008,304,94
1136,"NE7406804506",14.08.2008,310,09
757,"ZX4488672946",22.06.2006,888,19
1002,"OB1974711342",15.06.2006,300,09
1214,"OR1625994724",28.06.2007,578,48
913,"ZQ3881436163",09.04.2006,650,46
962,"HP2159578320",19.10.2008,914,49
1039,"CF9149412163",20.10.2008,814,34
1192,"TP5049216739",26.06.2006,279,15
793,"GS9759857696",14.08.2006,221,76
799,"OH6426456821",29.09.2007,463,86
785,"KC3975845931",05.02.2006,309,07
697,"NZ8466339047",08.11.2006,440,96
783,"XB9320880600",02.09.2006,927,31
1161,"LO6745914928",24.07.2007,847,24
763,"JM6746577993",03.01.2007,722,05
516,"UF6490228175",14.01.2006,881,88
702,"UU2955952975",31.01.2008,534,77
1039,"EC6334202925",08.05.2008,798,65
848,"DE8688629136",31.05.2007,489,9
1075,"LS4348366764",03.03.2007,584,42
1054,"PZ4555356908",16.02.2008,449,66
894,"HE5370817326",23.08.2007,205,86
901,"AP5802833463",05.03.2006,795,62
1159,"WC2636349164",11.12.2006,429,81
756,"MO2693487629",28.01.2006,478,06
664,"CF9231895053",08.01.2006,726,41
1046,"CD8056303332",15.05.2007,411,31
1278,"SE4649504180",07.03.2007,799,02
712,"UV7223694153",28.08.2007,639,67
586,"HK8430192686",23.01.2006,701,67
792,"TR4474067547",19.05.2008,497,36
879,"UG7648260322",20.08.2006,352,56
1201,"EZ6038691495",10.12.2007,694,19
1196,"IS8752863461",14.06.2006,380,37
517,"CH2390532011",20.02.2007,921,67
1088,"OX2622248781",20.05.2008,901,32
534,"EK0315308665",27.09.2008,243,56
639,"KJ6984906887",05.12.2008,865,21
521,"ES3523500738",16.06.2008,260,65
1121,"FM9138168209",21.10.2006,282,06
906,"JG8571270541",19.05.2007,872,3
851,"DY8762058570",24.07.2008,394,76
724,"MS8034418091",30.03.2007,644,52
815,"KP7431976304",08.12.2008,948,35
1186,"NX7843446103",29.06.2008,789,08
890,"CA4314713115",05.06.2007,572,46
684,"NG1584531608",27.12.2007,410,31
1055,"KY7929443329",26.10.2007,591,47
560,"AI6558837437",26.02.2006,630,9
545,"ZD7951246096",06.09.2008,956,42
545,"KJ1321083814",21.11.2008,923,61
514,"CQ0176454452",05.01.2006,901,68
794,"IT2191773912",24.06.2007,893,62
545,"FB1309434963",12.09.2008,621,5
510,"NM4263708849",22.06.2008,533,02
948,"ZI2569283533",01.07.2008,384,33
798,"IL6428818487",15.07.2007,450,59
946,"ZD8263442697",22.08.2008,706,44
1106,"QG9645570124",10.07.2006,818,51
867,"DO2151381909",28.07.2006,541,52
1238,"NS2860073032",20.03.2006,221,86
807,"CY7861398081",10.09.2007,559,13
521,"RD0007236278",30.09.2007,897,45
835,"UC2156592118",01.06.2008,533,47
671,"AQ1582299066",18.05.2008,256,99
514,"AL0222668366",03.11.2006,291,5
1217,"AT2128756152",06.07.2007,549,69
1054,"GJ8418191894",09.08.2007,430,66
1032,"UB6401455531",24.05.2006,293,47
713,"PP3166639786",29.11.2007,357,4
616,"YS8173579061",27.06.2008,324,8
1178,"YF8487709707",22.07.2006,570,23
899,"BM6203695836",14.12.2007,453,44
586,"KV0372612328",25.03.2008,965,52
1087,"EA4159633344",28.01.2007,593,92
1128,"TL0920919576",12.10.2008,728,67
526,"CU8434953906",01.10.2007,541,2
1082,"JF6137395190",23.02.2007,340,13
565,"IL4052989419",31.12.2008,908,72
1095,"PZ9751124796",14.06.2008,623,45
1058,"MT1776773158",24.05.2006,603,98
523,"YW5369853104",04.04.2008,641,45
896,"RG2014668980",14.05.2008,429,63
533,"DQ0893454602",25.07.2006,255,99
525,"HQ5240298774",25.08.2006,818,52
